
insert into TabladeTarjetas values(340383198517962, 'American Express', 'American Express', 'Karly M Soria', '42583', '46600', '23', '7758', '6065'),
(370664782383439, 'American Express', 'American Express', 'Meagan Schott', '39783', '44531', '4', '1441', '3396'),
(3528330049872910, 'Japan Credit Bureau', 'JCB', 'Rhonda F Hopper', '42005', '42736', '23', '954', '51'),
(373798707997076, 'American Express', 'American Express', 'Jared M Buck', '42522', '48366', '9', '589', '9799'),
(4848897310588550, 'Visa', 'Citibank', 'Randall A Burnett', '39539', '42095', '13', '166', '8288'),
(6011389205997670, 'Discover', 'Discover', 'Berneice N Flemming', '40725', '44743', '23', '925', '8997'),
(30962887160757, 'Diners Club International', 'Diners Club', 'Jean Baldwin', '42736', '43466', '15', '720', '224'),
(5335843017098290, 'Master Card', 'Capital One', 'Dwight B Cordero', '42917', '45839', '2', '116', '856'),
(4894023112440500, 'Visa', 'Chase', 'Victor T Mcdaniel', '41183', '47027', '22', '522', '2894'),
(3576167937620470, 'Japan Credit Bureau', 'JCB', 'Boyce Weldon', '39326', '45536', '14', '830', '4351'),
(376217392339343, 'American Express', 'USAA', 'Roger A Fry', '39448', '44197', '19', '8083', '9144'),
(4235740162809500, 'Visa', 'Chase', 'Manual N Neill', '41579', '42309', '6', '464', '1645'),
(30111991823815, 'Diners Club International', 'Diners Club', 'Heather Horne', '42036', '43497', '24', '35', '372'),
(6011645170891320, 'Discover', 'Discover', 'Darwin R Mayers', '42278', '45200', '28', '202', '4879'),
(6540615549661190, 'Discover', 'Discover', 'Troy H Kinney', '42948', '49157', '4', '504', '1176'),
(5208175165230770, 'Master Card', 'Chase', 'Kristine S Trent', '42064', '46082', '4', '921', '7203'),
(4445335541731050, 'Visa', 'Chase', 'Derrick V May', '41730', '43922', '10', '675', '1242'),
(5257815657401570, 'Master Card', 'Chase', 'Ava K Perreault', '39387', '39753', '26', '19', '2144'),
(375639400150803, 'American Express', 'U.S. Bancorp', 'Derek M Fry', '40422', '43709', '12', '6606', '2255'),
(4850520054090780, 'Visa', 'U.S. Bancorp', 'Allan F Moriarty', '40544', '44562', '14', '601', '7845'),
(5213017372363190, 'Master Card', 'Bank of America', 'Timothy C Garrison', '42125', '47604', '4', '76', '175'),
(348208589249994, 'American Express', 'American Express', 'Bo Q Ly', '42186', '45839', '5', '7095', '5257'),
(5420158805266340, 'Master Card', 'Bank of America', 'Marvin Q Graham', '39142', '44986', '4', '537', '5670'),
(3553963125514920, 'Japan Credit Bureau', 'JCB', 'Susannah Holloman', '42430', '45717', '7', '627', '1831'),
(342686057314059, 'American Express', 'American Express', 'Jesus Benjamin', '41699', '44621', '4', '4457', '8025'),
(3534775440523430, 'Japan Credit Bureau', 'JCB', 'Felix Beaulieu', '42979', '49188', '15', '981', '4787'),
(4302179833069640, 'Visa', 'Chase', 'Alfred Nash', '40544', '46388', '6', '489', '345'),
(3550309725363200, 'Japan Credit Bureau', 'JCB', 'Josephina U Lucas', '42064', '44986', '1', '860', '513'),
(5201394536571970, 'Master Card', 'Capital One', 'Kathy X Briggs', '41153', '47362', '9', '654', '6356'),
(4372599786679060, 'Visa', 'Chase', 'Shantell Z Ramey', '43009', '50314', '21', '202', '9161'),
(30054642677976, 'Diners Club International', 'Diners Club', 'William X Bridges', '39417', '45627', '17', '289', '1620'),
(3575500848124220, 'Japan Credit Bureau', 'JCB', 'Sammie Prince', '40664', '42856', '20', '639', '5997'),
(5330954279005510, 'Master Card', 'Chase', 'Ruth R Gibson', '42826', '46844', '24', '897', '4479'),
(3568320851062400, 'Japan Credit Bureau', 'JCB', 'Leola I Hume', '40210', '42767', '21', '341', '3575'),
(3538375734273160, 'Japan Credit Bureau', 'JCB', 'Tiffany N Fuentes', '40330', '46539', '3', '707', '4533'),
(5294840072886330, 'Master Card', 'Bank of America', 'Bruce Pedigo', '42552', '44743', '5', '894', '1295'),
(349662052239131, 'American Express', 'American Express', 'Lillian J Lynch', '41183', '45200', '23', '9056', '8978'),
(349199348947250, 'American Express', 'American Express', 'Erich Y Cobb', '41579', '42309', '25', '6545', '1399'),
(4356909477577900, 'Visa', 'Barclays', 'Pamela B Bradshaw', '41760', '44317', '19', '342', '9599'),
(3528334588656120, 'Japan Credit Bureau', 'JCB', 'Gennie R Kemper', '41426', '44713', '15', '476', '2985'),
(30993119693042, 'Diners Club International', 'Diners Club', 'Dan Wiley', '40544', '42005', '23', '532', '5745'),
(3568797271135610, 'Japan Credit Bureau', 'JCB', 'Vella V Hudgins', '41821', '44743', '27', '169', '8083'),
(377621556581617, 'American Express', 'Bank of America', 'Brittany Daugherty', '42917', '50222', '14', '8210', '1093'),
(375530534810372, 'American Express', 'Bank of America', 'Tanja Embry', '40969', '45717', '8', '3880', '6366'),
(6558548088942110, 'Discover', 'Discover', 'Martin M Barrett', '42278', '45931', '2', '230', '4510'),
(375498830561083, 'American Express', 'American Express', 'Charmain P Anaya', '40299', '46508', '24', '9896', '7562'),
(30999801659506, 'Diners Club International', 'Diners Club', 'Ana Y Haynes', '42767', '47150', '2', '335', '7832'),
(372135418192211, 'American Express', 'American Express', 'Ben Dancy', '41487', '47331', '1', '3437', '3114'),
(4944451998204200, 'Visa', 'Chase', 'Christopher E Newman', '40269', '41365', '18', '456', '5871'),
(4144235804273130, 'Visa', 'Bank of America', 'Kaitlyn Z Parr', '43070', '46357', '27', '614', '1167'),
(5494738427179780, 'Master Card', 'Capital One', 'Megan Morrison', '39234', '42522', '17', '876', '6455'),
(30203682841733, 'Diners Club International', 'Diners Club', 'Nicolas F Causey', '39569', '41395', '7', '776', '1436'),
(5184073678601880, 'Master Card', 'Chase', 'Jimmy Slater', '39753', '43040', '27', '49', '828'),
(30211111759954, 'Diners Club International', 'Diners Club', 'Michelina Macpherson', '40725', '44378', '14', '870', '9023'),
(4421826418645730, 'Visa', 'Capital One', 'Christina Gray', '42705', '45992', '18', '448', '7204'),
(6516363143383660, 'Discover', 'Discover', 'Antione Fanning', '40513', '43435', '8', '526', '8732'),
(3534134956843800, 'Japan Credit Bureau', 'JCB', 'Barry L Waters', '41791', '48731', '17', '546', '2811'),
(6011515101261050, 'Discover', 'Discover', 'Charley O Fortin', '40544', '47484', '10', '757', '3965'),
(4784932203952520, 'Visa', 'Chase', 'Bernice Barr', '42979', '47727', '27', '447', '2207'),
(372616688305898, 'American Express', 'American Express', 'Herb C Edwards', '42005', '47119', '26', '9699', '6744'),
(3544903299076190, 'Japan Credit Bureau', 'JCB', 'Cynthia V Romero', '39387', '45597', '9', '249', '2214'),
(30565747300925, 'Diners Club International', 'Diners Club', 'Shawn Q Mount', '41791', '48366', '25', '386', '7935'),
(3573892609751350, 'Japan Credit Bureau', 'JCB', 'Gilbert Chapman', '41122', '47331', '20', '3', '6256'),
(3570083251207450, 'Japan Credit Bureau', 'JCB', 'Tisha M Buchanan', '41365', '46844', '18', '171', '9219'),
(6011455388392270, 'Discover', 'Discover', 'Clarence D Deleon', '41760', '47604', '6', '746', '3425'),
(30382453657096, 'Diners Club International', 'Diners Club', 'Josphine X Earle', '40179', '44562', '7', '779', '895'),
(5107509926702500, 'Master Card', 'Citibank', 'Philip Parks', '42826', '48670', '25', '722', '92'),
(6011961787011280, 'Discover', 'Discover', 'Virgilio Gillis', '40210', '46419', '21', '341', '2060'),
(4324875520167260, 'Visa', 'PNC', 'Grace U Warner', '42125', '43952', '10', '327', '4358'),
(4172967333361710, 'Visa', 'Chase', 'Rashad Block', '39814', '41275', '20', '284', '2232'),
(5176700233438830, 'Master Card', 'USAA', 'Jason House', '42826', '43922', '23', '69', '6183'),
(6453429995815880, 'Discover', 'Discover', 'Kiyoko Holbrook', '39356', '43009', '5', '537', '5986'),
(6011180285008450, 'Discover', 'Discover', 'Jack Edwards', '39264', '43647', '16', '533', '8481'),
(6011649788294840, 'Discover', 'Discover', 'Julian W Hanna', '41122', '43313', '15', '213', '4659'),
(346918985306238, 'American Express', 'American Express', 'Annie I Mcmahon', '39904', '42461', '4', '3684', '7008'),
(4692919076245960, 'Visa', 'Bank of America', 'Charlena M Moses', '43009', '47027', '3', '188', '1685'),
(3569992532861000, 'Japan Credit Bureau', 'JCB', 'Jacob Y Fry', '39326', '45901', '10', '381', '9353'),
(4702261448555510, 'Visa', 'Citibank', 'Marianna D Trask', '42736', '44562', '22', '827', '629'),
(3583569917037280, 'Japan Credit Bureau', 'JCB', 'Karen B Carr', '41306', '47515', '27', '415', '5838'),
(4773815140004560, 'Visa', 'Bank of America', 'Carolynn W Jorgenson', '41548', '48488', '8', '43', '7475'),
(6011137633924800, 'Discover', 'Discover', 'Pedro K Swanson', '42644', '47757', '5', '755', '7651'),
(347283739964736, 'American Express', 'American Express', 'Alfred A Whitaker', '42795', '44256', '16', '7853', '1237'),
(346154722638242, 'American Express', 'American Express', 'Dana R Potter', '42583', '46600', '6', '8375', '13'),
(3556416945710710, 'Japan Credit Bureau', 'JCB', 'Aron Riddell', '43009', '48853', '28', '710', '9454'),
(30292364772738, 'Diners Club International', 'Diners Club', 'Evelyn V Morales', '41671', '42401', '28', '981', '701'),
(342199792152297, 'American Express', 'American Express', 'Long Marquis', '39417', '46722', '15', '5504', '7625'),
(30939559521334, 'Diners Club International', 'Diners Club', 'Cheryl Rutledge', '41061', '46539', '8', '48', '6729'),
(6011114219309430, 'Discover', 'Discover', 'Lyndon T Broome', '41244', '44166', '3', '169', '4161'),
(5323838646241190, 'Master Card', 'Chase', 'Jonathan N Espinoza', '42614', '44805', '1', '749', '4513'),
(6011875488108390, 'Discover', 'Discover', 'Drew Fort', '42186', '45839', '16', '974', '4893'),
(5116901160340860, 'Master Card', 'Citibank', 'Stacy Y Robinson', '40575', '47150', '26', '557', '1317'),
(30520760485475, 'Diners Club International', 'Diners Club', 'Darcy Dallas', '41640', '46023', '10', '316', '3729'),
(3536418243060310, 'Japan Credit Bureau', 'JCB', 'Beatrice Larson', '41791', '48366', '25', '751', '8309'),
(5390933662495390, 'Master Card', 'Citibank', 'Noble I Cortez', '40634', '41730', '17', '17', '8498'),
(6011020449221170, 'Discover', 'Discover', 'Sue I Floyd', '40725', '47665', '13', '55', '8023'),
(4219502363627290, 'Visa', 'Bank of America', 'Anya X Marquardt', '40179', '44927', '28', '653', '3547'),
(36319501012563, 'Diners Club International', 'Diners Club', 'Aaron H Maldonado', '39508', '39873', '15', '311', '1554'),
(4639919235526620, 'Visa', 'GE Capital', 'Nenita I Frame', '41030', '47239', '3', '579', '3169'),
(30151723760349, 'Diners Club International', 'Diners Club', 'Clarence Marks', '41791', '46905', '28', '687', '3290'),
(4172769926850890, 'Visa', 'Chase', 'Jarvis J Pedigo', '41730', '42095', '18', '113', '2408'),
(30119978227678, 'Diners Club International', 'Diners Club', 'Willie Q Hansen', '40299', '42856', '3', '820', '3490'),
(30406607397927, 'Diners Club International', 'Diners Club', 'Alvaro M Wendt', '39873', '45352', '6', '709', '4307'),
(5305421086629550, 'Master Card', 'Bank of America', 'Erica Mcguire', '40634', '46478', '8', '600', '1539'),
(6011702192876130, 'Discover', 'Discover', 'Bobbie E Quintero', '40148', '45627', '5', '405', '5170'),
(5354912770009020, 'Master Card', 'Bank of America', 'Mildred J Singleton', '40087', '43374', '16', '290', '5165'),
(372909392039741, 'American Express', 'American Express', 'Donte F Baer', '42948', '49157', '19', '1778', '1892'),
(3534287101961770, 'Japan Credit Bureau', 'JCB', 'Mario O Green', '39203', '42491', '11', '77', '3454'),
(4195260692762800, 'Visa', 'Citibank', 'Margot K Foster', '41395', '43952', '9', '348', '7915'),
(30904127655501, 'Diners Club International', 'Diners Club', 'Aaron W Hopper', '39508', '41699', '20', '713', '3965'),
(3568388736685550, 'Japan Credit Bureau', 'JCB', 'Lauretta E Felton', '41183', '43739', '20', '558', '6892'),
(374173498813859, 'American Express', 'American Express', 'Jill G Rios', '40238', '46082', '3', '6469', '6756'),
(39201677411620, 'Diners Club International', 'Diners Club', 'Stan O Wade', '41609', '42705', '1', '396', '5598'),
(3584908039032400, 'Japan Credit Bureau', 'JCB', 'Sean F Hogan', '39234', '42522', '12', '737', '644'),
(30974741167092, 'Diners Club International', 'Diners Club', 'Wayne Weldon', '39448', '43101', '6', '779', '168'),
(4326525054550680, 'Visa', 'USAA', 'Roy Franklin', '42036', '45323', '28', '433', '9491'),
(6447446641812800, 'Discover', 'Discover', 'Amalia I Erdmann', '40544', '46388', '13', '118', '2210'),
(344296428494859, 'American Express', 'American Express', 'Doris O Hurley', '41395', '46143', '6', '2950', '8858'),
(30188487089192, 'Diners Club International', 'Diners Club', 'Ronald L Evers', '40513', '46357', '5', '27', '3877'),
(6011787776967350, 'Discover', 'Discover', 'Marilyn G King', '41699', '49004', '10', '292', '5808'),
(5416715691320840, 'Master Card', 'Barclays', 'Dennis E Barnes', '40330', '44348', '23', '214', '3430'),
(370531754339048, 'American Express', 'American Express', 'Tim Sparks', '39722', '45566', '28', '2799', '7195'),
(3572934776683030, 'Japan Credit Bureau', 'JCB', 'Chuck H Fincher', '40057', '46631', '14', '282', '5384'),
(3588961561900110, 'Japan Credit Bureau', 'JCB', 'Kathy Y Ortiz', '42826', '44652', '26', '178', '4239'),
(6011802226738680, 'Discover', 'Discover', 'Clarinda T Doolittle', '43070', '48183', '28', '264', '1782'),
(4966265327891930, 'Visa', 'Chase', 'Alan E Odonnell', '42217', '49157', '1', '522', '3703'),
(3555987069550100, 'Japan Credit Bureau', 'JCB', 'Armando Ramsey', '42461', '46844', '21', '433', '3663'),
(345178887359055, 'American Express', 'USAA', 'Fred Dillon', '39904', '42461', '2', '3214', '8484'),
(5290427159472170, 'Master Card', 'Capital One', 'Noble R Jackman', '41609', '42705', '27', '411', '4294'),
(39654560485459, 'Diners Club International', 'Diners Club', 'Geraldine A Hall', '40026', '45139', '10', '584', '2928'),
(5465579475209020, 'Master Card', 'Capital One', 'Janell Quarles', '42979', '45901', '18', '883', '8209'),
(30169601690438, 'Diners Club International', 'Diners Club', 'Harry Villarreal', '41275', '43101', '5', '278', '689'),
(6011212745348060, 'Discover', 'Discover', 'Curtis P Hendrickson', '40391', '44044', '15', '708', '2650'),
(3555851920541040, 'Japan Credit Bureau', 'JCB', 'Samuel Q Hayden', '41548', '47757', '2', '464', '5438'),
(6011967711084420, 'Discover', 'Discover', 'Clinton P Peters', '39965', '43983', '7', '850', '437'),
(6011323347471210, 'Discover', 'Discover', 'Jorge K Riggs', '41548', '44835', '9', '316', '7230'),
(376931520872013, 'American Express', 'American Express', 'Toby L Mcknight', '39203', '40299', '19', '9193', '5852'),
(5405269229405040, 'Master Card', 'Bank of America', 'Mary E Wilcox', '42614', '44075', '10', '203', '9859'),
(3575662763165000, 'Japan Credit Bureau', 'JCB', 'Olin R Cobb', '39114', '42036', '21', '505', '7594'),
(4663580617078170, 'Visa', 'Chase', 'Roberto S Lewis', '40756', '48061', '2', '315', '6992'),
(6011091650292870, 'Discover', 'Discover', 'Herbert K Estevez', '42675', '47423', '16', '318', '5368'),
(5492127293277000, 'Master Card', 'U.S. Bancorp', 'Edwin I Calhoun', '40299', '45778', '6', '29', '7407'),
(3556136140373570, 'Japan Credit Bureau', 'JCB', 'Claude Cecil', '41214', '41579', '16', '163', '9163'),
(4837628406997410, 'Visa', 'Citibank', 'Christopher E Everett', '42614', '48092', '21', '427', '2150'),
(36942749156254, 'Diners Club International', 'Diners Club', 'Gabriel U Alston', '41821', '45108', '13', '976', '2796'),
(4716153501123670, 'Visa', 'Chase', 'Edna D Cash', '42005', '48214', '27', '198', '8913'),
(4522068357668040, 'Visa', 'Chase', 'Maisie P Andre', '41671', '47880', '8', '297', '5770'),
(4864639763616170, 'Visa', 'Bank of America', 'Danny Sharp', '43070', '49279', '21', '947', '1453'),
(3528619620869260, 'Japan Credit Bureau', 'JCB', 'Jasper Agnew', '42370', '48580', '6', '258', '18'),
(4927203256523470, 'Visa', 'Chase', 'Florence R Marshall', '40787', '41518', '20', '85', '4362'),
(3538022376408440, 'Japan Credit Bureau', 'JCB', 'Rosina G Madden', '42917', '48396', '10', '126', '589'),
(6576314912703110, 'Discover', 'Discover', 'Angela R Key', '42614', '45170', '5', '115', '6002'),
(376323224272783, 'American Express', 'U.S. Bancorp', 'Serena Horner', '42675', '49980', '17', '525', '1851'),
(3569687221994990, 'Japan Credit Bureau', 'JCB', 'Beatrice I Cohen', '39539', '46113', '27', '964', '4917'),
(4774248191880700, 'Visa', 'Barclays', 'Henry A Andrade', '39142', '42430', '16', '811', '3250'),
(4422906045809770, 'Visa', 'Wells Fargo', 'Clarence Z Coffey', '41671', '44958', '20', '331', '7534'),
(30492415321127, 'Diners Club International', 'Diners Club', 'Miguelina Holland', '42979', '47362', '15', '252', '1213'),
(6011308241254430, 'Discover', 'Discover', 'Roy I Henderson', '41487', '48792', '23', '506', '7459'),
(30256153690955, 'Diners Club International', 'Diners Club', 'Alix J Koehler', '41852', '49157', '8', '106', '6243'),
(3543401644174890, 'Japan Credit Bureau', 'JCB', 'Alicia C Vance', '41365', '43922', '24', '780', '9201'),
(5365160819719360, 'Master Card', 'Citibank', 'Devin F Bivens', '40725', '42917', '17', '861', '6771'),
