insert into creitcardsexcel values('Card Type Full Name', 'Issuing Bank', Card Number, 'Card Holder's Name', CVV/CVV2, Issue Date, Expiry Date, Billing Date, Card PIN, Credit Limit),
('Master Card', 'USAA', 5494768135564570, 'Theresa Odonnell', 497, 43009, 45200, 21, 2648, 59300),
('Japan Credit Bureau', 'JCB', 3560858298876610, 'Dewayne Y Jenson', 138, 40634, 45748, 3, 8831, 194600),
('American Express', 'USAA', 374909013402961, 'Danielle L Rodgers', 6549, 39783, 41974, 2, 8221, 158300),
('Master Card', 'Capital One', 5138438119167860, 'Santiago Nowlin', 875, 40695, 45809, 25, 5609, 144300),
('Master Card', 'Chase', 5110396564507530, 'Sheila Y Roach', 55, 40969, 42795, 8, 8645, 67600),
('Master Card', 'U.S. Bancorp', 5295809081815640, 'Alaina D Ison', 942, 42736, 47849, 20, 8313, 24000),
('American Express', 'USAA', 379366371667286, 'Lynn P Ballard', 76, 41791, 42522, 27, 9855, 13600),
('Master Card', 'USAA', 5436316217012000, 'Antione L Walden', 18, 40452, 47757, 6, 2967, 124500),
('Master Card', 'Chase', 5460901443214240, 'Alice H Hendrix', 131, 39722, 43739, 12, 2298, 15900),
('Japan Credit Bureau', 'JCB', 3574105817964120, 'Charlena Dotson', 538, 40756, 45139, 3, 2679, 180000),
('American Express', 'American Express', 378684371890216, 'Benjamin Z Bowen', 1398, 40544, 44197, 22, 3283, 161000),
('Master Card', 'Bank of America', 5373255114563340, 'Len Q Jaramillo', 124, 40695, 45078, 10, 5605, 164500),
('Visa', 'Wells Fargo', 4615554901272460, 'Michele P Carey', 411, 39692, 46266, 17, 8117, 17000),
('Diners Club International', 'Diners Club', 39429881084210, 'Herlinda Augustine', 50, 42005, 47119, 28, 6524, 50400),
('Discover', 'Discover', 6443945630128000, 'Ronnie H Jarvis', 493, 41671, 46784, 24, 345, 25300),
('Master Card', 'Chase', 5293241239528370, 'Humberto E Jaeger', 238, 39264, 45839, 20, 1131, 101200),
('Japan Credit Bureau', 'JCB', 3559674113388210, 'Juanita Bonner', 746, 39083, 43831, 26, 3902, 144800),
('Discover', 'Discover', 6444208976589020, 'Ranee Stratton', 885, 39417, 41609, 6, 4570, 91100),
('Visa', 'Chase', 4949184397675470, 'Lois O Butler', 678, 42583, 49888, 25, 2498, 199500),
('Master Card', 'Capital One', 5250193540829380, 'Parker Yamamoto', 262, 42826, 47209, 27, 8297, 68600),
('Diners Club International', 'Diners Club', 30978742837371, 'Nathan Perkins', 106, 41579, 45231, 17, 4028, 151700),
('Discover', 'Discover', 6011028791212100, 'Joseph Y Ireland', 657, 42125, 45413, 6, 1823, 10900),
('Master Card', 'GE Capital', 5424773490421180, 'Bradley O Snow', 594, 39845, 41306, 5, 351, 95200),
('Visa', 'Wells Fargo', 4404711996840990, 'Marcus T Montague', 694, 39845, 46419, 16, 8402, 132400),
('Visa', 'Citibank', 4164109106110300, 'Matthew E Young', 82, 42583, 43678, 15, 5220, 184700),
('Master Card', 'Bank of America', 5186043056249300, 'Frankie Rountree', 236, 40210, 42036, 8, 6228, 46400),
('Japan Credit Bureau', 'JCB', 3584268382678790, 'Rhonda T Harmon', 472, 39814, 45292, 17, 5695, 13100),
('Japan Credit Bureau', 'JCB', 3529062709559290, 'Terrie B Shaw', 318, 42736, 49310, 14, 9200, 162700),
('Discover', 'Discover', 6011402298935740, 'Danny Mccullough', 219, 42156, 43983, 7, 4840, 27800),
('Master Card', 'Citibank', 5482897452442180, 'Lucien Y Andrews', 596, 39114, 39845, 26, 3825, 191900),
('Japan Credit Bureau', 'JCB', 3548304647214290, 'Calvin Green', 115, 41548, 43739, 17, 6031, 29400),
('Japan Credit Bureau', 'JCB', 3560159266124160, 'Morgan N Carr', 53, 40969, 47908, 2, 1307, 133800),
('Discover', 'Discover', 6223867009213940, 'Melissa C Golden', 121, 39965, 44713, 1, 1666, 103100),
('Master Card', 'Citibank', 5339459013422550, 'Bryce C Johnston', 639, 40452, 44470, 9, 6406, 48600),
('Master Card', 'Capital One', 5245539555745540, 'Juan T Ramos', 348, 41852, 48427, 11, 1609, 69200),
('Master Card', 'Bank of America', 5284626822685640, 'Timothy B Isbell', 827, 41365, 44287, 7, 7107, 91100),
('American Express', 'American Express', 346329751450517, 'Ramon R Glover', 3338, 40725, 47665, 10, 9172, 47900),
('American Express', 'Bank of America', 340620812964918, 'Julieann Pride', 963, 42064, 49369, 6, 1674, 51000),
('Discover', 'Discover', 6011534951936990, 'Nancy Giles', 197, 42979, 48092, 12, 4949, 29300),
('Diners Club International', 'Diners Club', 39212199887122, 'Stanley U Maurer', 680, 41640, 48945, 1, 2156, 166700),
('Master Card', 'Barclays', 5449162262674090, 'Amanda H Dodson', 970, 42309, 43770, 11, 1312, 191000),
('Diners Club International', 'Diners Club', 36838848330966, 'Maud Leake', 566, 42795, 43891, 2, 5892, 79700),
('Diners Club International', 'Diners Club', 30334673732340, 'Leroy Z Martin', 359, 39326, 43709, 9, 2882, 136900),
('Diners Club International', 'Diners Club', 30056755209828, 'Gaston Z Gillum', 994, 39142, 44621, 8, 9092, 71000),
('Diners Club International', 'Diners Club', 30901388375159, 'Thelma Newman', 975, 39234, 45444, 1, 798, 35200),
('Master Card', 'Capital One', 5324431731463550, 'Damon K Crider', 600, 40360, 42552, 6, 9048, 23100),
('Discover', 'Discover', 6011168715589880, 'Jonathan A Bailey', 294, 39295, 44774, 22, 1074, 26000),
('Discover', 'Discover', 6011381834235140, 'Jackie Mayberry', 774, 40848, 46692, 14, 4040, 153000),
('Visa', 'Bank of America', 4675759174445180, 'Lewis Mccall', 693, 39479, 46419, 1, 9884, 18000),
('Japan Credit Bureau', 'JCB', 3549421709355220, 'Lynnette T Tran', 338, 39661, 45870, 17, 2503, 195800),
('Diners Club International', 'Diners Club', 30536561228716, 'Jim Morrison', 145, 40422, 43709, 22, 1062, 142600),
('Master Card', 'USAA', 5117022722891140, 'Jerrod U Weatherford', 133, 40026, 40756, 4, 5514, 37500),
('Discover', 'Discover', 6463359506996300, 'Gary X Bird', 778, 39934, 45778, 7, 3648, 89400),
('American Express', 'American Express', 378303593229497, 'Hector J Bennett', 8264, 43040, 46692, 15, 9155, 94500),
('Discover', 'Discover', 6011558800215240, 'Bernard D Welch', 87, 41487, 42217, 8, 9783, 155400),
('Visa', 'Cabela’s WFB', 4749637087716330, 'Floyd X Hoover', 370, 40756, 43678, 2, 5830, 160000),
('Master Card', 'Bank of America', 5136269158160300, 'Ann A Petersen', 714, 39387, 43040, 15, 5768, 47400),
('American Express', 'Bank of America', 374360808976589, 'Robbie Himes', 435, 40787, 42979, 21, 6087, 52000),
('Japan Credit Bureau', 'JCB', 3541725203182860, 'Grace Z Booth', 935, 39083, 44927, 22, 1604, 75400),
('Visa', 'Citibank', 4652507945595100, 'Kristine Welch', 340, 42675, 47058, 7, 5008, 118800),
('Master Card', 'Capital One', 5289411396154080, 'Jimmy U Mack', 214, 42795, 43160, 9, 6810, 111100),
('American Express', 'Bank of America', 343398722286121, 'Remedios U Irvin', 217, 40940, 48245, 23, 9733, 88100),
('Diners Club International', 'Diners Club', 30021368540142, 'Laura D Obrien', 9, 41671, 47880, 14, 2856, 93100),
('Diners Club International', 'Diners Club', 30562571205080, 'Lupe E Withers', 959, 40603, 43525, 17, 7181, 115200),
('Diners Club International', 'Diners Club', 36881106244180, 'Anna V Casey', 665, 40725, 44378, 1, 5003, 20900),
('Diners Club International', 'Diners Club', 30122222237832, 'Bruce F Lockhart', 24, 41244, 47453, 18, 3525, 138200),
('Master Card', 'Capital One', 5433521508336860, 'Joyce O Holden', 449, 40179, 44197, 15, 8866, 81700),
('American Express', 'American Express', 347880693154228, 'Lane Marshall', 6291, 39814, 46023, 10, 9495, 160900),
('Master Card', 'Citibank', 5107070015731180, 'Stephen F French', 754, 41214, 44866, 9, 9526, 87000),
('Master Card', 'USAA', 5209805128253130, 'Maxwell R Downs', 769, 41275, 44562, 8, 8054, 139000),
('Visa', 'Chase', 4574801264969580, 'Lynn Woodward', 156, 40026, 42583, 12, 3484, 99900),
('American Express', 'Bank of America', 372546030554093, 'Siobhan R Gilmer', 2085, 39873, 44621, 13, 3526, 92100),
('American Express', 'Bank of America', 341891075408625, 'Gloria K Beasley', 1321, 39114, 39845, 21, 6285, 194100),
('Diners Club International', 'Diners Club', 30006410139399, 'Terence Dion', 230, 42522, 49096, 2, 3727, 162900),
('American Express', 'American Express', 343246839003451, 'Dale T Harper', 9478, 41334, 43525, 28, 1116, 180200),
('Visa', 'U.S. Bancorp', 4840057303743880, 'Beulah Wynne', 898, 41760, 44317, 6, 9175, 12800),
('Discover', 'Discover', 6011753005723210, 'Floyd N Levine', 185, 41334, 44621, 19, 6196, 185000),
('American Express', 'Bank of America', 374227545568120, 'Roscoe D Moeller', 3857, 39539, 42095, 28, 5920, 28500),
('American Express', 'U.S. Bancorp', 377353286797566, 'Beverly Fitzpatrick', 1024, 42767, 46784, 3, 1260, 166100),
('Discover', 'Discover', 6011660285379400, 'Alysha Q Cintron', 617, 41000, 46478, 7, 1081, 24100),
('Visa', 'Chase', 4192939101582690, 'Stacy B Lowery', 742, 39234, 42156, 13, 5967, 100700),
('Japan Credit Bureau', 'JCB', 3553817010578910, 'Carrol F Slater', 16, 42430, 45717, 5, 2636, 99300),
('Visa', 'Bank of America', 4200890310515480, 'Laura Y Conner', 141, 41974, 43435, 8, 5528, 166600),
('American Express', 'American Express', 379165336251065, 'Nathan R Canfield', 8850, 39508, 39873, 23, 7528, 191700),
('Discover', 'Discover', 6011432912855860, 'Anita R Riddle', 515, 39356, 45200, 20, 1376, 88900),
('American Express', 'American Express', 373946876993331, 'Willie X Duvall', 3605, 42917, 46569, 21, 4662, 39900),
('Japan Credit Bureau', 'JCB', 3552546724082020, 'Herbert Maddox', 874, 39995, 44013, 26, 7185, 107100),
('American Express', 'Bank of America', 348319179858423, 'Isobel U Crist', 3235, 39661, 43313, 4, 1844, 180600),
('Visa', 'Bank of America', 4173577591264560, 'Sally U Murphy', 614, 40360, 41821, 2, 3057, 168600),
('Discover', 'Discover', 6011869916546200, 'Harvey B Skidmore', 420, 42583, 46235, 25, 8225, 89600),
('Visa', 'Chase', 4880884608765160, 'Shane M Nielsen', 52, 40026, 41852, 8, 3179, 89300),
('American Express', 'American Express', 346674703898440, 'Carole G Venable', 2777, 40179, 47119, 6, 6317, 77500),
('Visa', 'U.S. Bancorp', 4803670962265420, 'Bonnie M Maxwell', 144, 40299, 46508, 28, 4777, 43800),
('Diners Club International', 'Diners Club', 30974078521804, 'Fawn K Mcclellan', 714, 41061, 45444, 5, 146, 103200),
('American Express', 'American Express', 342794597205488, 'Rosa Osborne', 6367, 42552, 43282, 8, 8668, 37900),
('Master Card', 'Capital One', 5371610143812600, 'Isidro U Rosas', 313, 42522, 44713, 15, 8594, 120900),
('Diners Club International', 'Diners Club', 30289711615347, 'Jerome Q David', 92, 39661, 40391, 28, 4221, 103800),
('Discover', 'Discover', 6011485525602860, 'Shirly P Patel', 356, 42767, 48245, 8, 5500, 160200),
('American Express', 'American Express', 342253775023833, 'Roger V Anderson', 3241, 42339, 48183, 28, 4055, 154300),
('Master Card', 'Chase', 5324272290273880, 'Sanora Boone', 738, 41699, 44256, 19, 588, 98100),
('Discover', 'Discover', 6011904635298070, 'Kathleen Hubbard', 732, 42430, 47178, 26, 6269, 190900),
('American Express', 'American Express', 348091014072938, 'Lou V Whitson', 9952, 42522, 47270, 15, 7767, 80000),
('Master Card', 'Citibank', 5362521842373900, 'Martha Mclean', 910, 42917, 43282, 1, 4520, 88600),
('Master Card', 'Wells Fargo', 5441637351401210, 'Jeanelle I Cyr', 774, 41487, 47696, 11, 9888, 120300),
('Master Card', 'Bank of America', 5437488230472810, 'Heather Cobb', 8, 41306, 44228, 22, 8780, 126100),
('American Express', 'Bank of America', 371879228599716, 'Rupert H Pettit', 9157, 39295, 45870, 9, 1496, 126700),
('Diners Club International', 'Diners Club', 36962096591705, 'Hector Nolan', 272, 42036, 42767, 7, 2049, 59200),
('Discover', 'Discover', 6462993346370830, 'Thurman K Stiltner', 265, 41091, 46204, 15, 3663, 114600),
('Master Card', 'Citibank', 5219031951574350, 'Gerald H Morton', 252, 41913, 44835, 9, 874, 92200),
('American Express', 'American Express', 346638146240148, 'Cyrstal Fried', 5481, 41730, 45017, 2, 7452, 48800),
('Discover', 'Discover', 6011685302770450, 'Grace G Wyatt', 297, 41852, 49157, 26, 9963, 119000),
('Diners Club International', 'Diners Club', 30590891295630, 'Lamar K Allison', 830, 39083, 43466, 24, 5069, 124300),
('Diners Club International', 'Diners Club', 39235878693933, 'Julie Sanford', 78, 39934, 41760, 15, 3711, 113900),
('Master Card', 'Capital One', 5275644188537700, 'Flavia D Lachance', 725, 40848, 42309, 5, 281, 69000),
('Master Card', 'Chase', 5484694744872470, 'Elizabeth N Carson', 857, 43070, 48914, 25, 9957, 39600),
('Discover', 'Discover', 6011813874819410, 'Bettie T Matheson', 310, 42552, 48030, 11, 2151, 85800),
('Japan Credit Bureau', 'JCB', 3560421994131220, 'Jack H Hobbs', 50, 39508, 41334, 20, 3774, 156200),
('Master Card', 'Chase', 5349166385280160, 'Jimmy E Gilchrist', 293, 39873, 40603, 14, 8659, 19500),
('Visa', 'First National', 4387149061868880, 'Karen William', 229, 40513, 44166, 6, 1622, 193700),
('Diners Club International', 'Diners Club', 30331959341762, 'Derek L Khan', 784, 39904, 47209, 20, 9258, 33800),
('Master Card', 'Citibank', 5324328330931930, 'Heather G Walls', 997, 39479, 42401, 12, 8649, 79200),
('Discover', 'Discover', 6011923812717390, 'Doyle P Coffey', 922, 41306, 41671, 22, 7953, 46200),
('Diners Club International', 'Diners Club', 36956326940666, 'Derek X Richmond', 469, 41122, 44774, 19, 4483, 13200),
('Diners Club International', 'Diners Club', 30192924068843, 'Antone K Wyant', 66, 41244, 42705, 22, 939, 163500),
('American Express', 'U.S. Bancorp', 373282014842713, 'Ricky Howard', 2786, 42309, 45231, 1, 5306, 22000),
('Visa', 'Chase', 4898266569472490, 'Evie Rosas', 753, 41183, 45566, 18, 5376, 29200),
('Master Card', 'Wells Fargo', 5164526408016600, 'Stephanie H Workman', 631, 41671, 48976, 2, 2529, 107300),
('Diners Club International', 'Diners Club', 38287609228357, 'Verdie K Lorenzo', 854, 41974, 45627, 23, 8359, 180500),
('Visa', 'Bank of America', 4319156188341730, 'Stephanie J Alvarez', 324, 42370, 47484, 6, 883, 72600),
('Discover', 'Discover', 6584445074861000, 'Willie S Ryan', 37, 41153, 44075, 10, 7643, 191800),
('Master Card', 'Chase', 5463613223588210, 'Leonard S Rosales', 643, 43070, 43800, 11, 1239, 55100),
('Japan Credit Bureau', 'JCB', 3579203047988600, 'Damian Rico', 770, 42917, 45108, 17, 8196, 27600),
('Master Card', 'Citibank', 5227933897503750, 'James I Cameron', 40, 41061, 41426, 1, 5963, 175500),
('American Express', 'American Express', 373693420856206, 'Nell X Rooney', 5485, 39539, 41365, 20, 1125, 46300),
('American Express', 'Bank of America', 345726307267900, 'Kathleen K Mooney', 1121, 40756, 46600, 6, 7122, 49000),
('Visa', 'PNC', 4692838174689180, 'Margarita T Mueller', 898, 41699, 44986, 22, 4055, 91000),
('Visa', 'U.S. Bancorp', 4794317575731030, 'Dana Hays', 8, 39114, 41306, 22, 359, 88100),
('Japan Credit Bureau', 'JCB', 3553516809001250, 'Mervin A Markley', 439, 41306, 43132, 26, 4511, 48100),
('Diners Club International', 'Diners Club', 30493684676241, 'Hazel V Bonner', 754, 41395, 44317, 18, 9741, 112600),
('Visa', 'Chase', 4821848420590080, 'Oren Butts', 415, 41760, 43221, 20, 372, 121100),
('Discover', 'Discover', 6011927997969630, 'Elsie Y Gilliam', 783, 41334, 44621, 21, 1394, 143000),
('Discover', 'Discover', 6011895646758880, 'Junior Satterfield', 152, 40603, 41699, 2, 3958, 66100),
('Visa', 'Chase', 4417092781548390, 'Timothy Moran', 878, 41456, 41821, 6, 6247, 128200),
('Discover', 'Discover', 6011945626085540, 'Willian R Cummings', 395, 42430, 43160, 8, 8814, 103100),
('Discover', 'Discover', 6011018030469520, 'Kim X Stephenson', 676, 39934, 44317, 14, 4681, 158600),
('Visa', 'Citibank', 4607071892033360, 'Clinton Q Gaskins', 139, 41306, 42767, 19, 750, 182000),
('Master Card', 'Bank of America', 5291709632789630, 'Jill H Drake', 274, 42522, 47270, 5, 8411, 100400),
('Japan Credit Bureau', 'JCB', 3558136297692920, 'Sandi R Mccrory', 272, 41334, 44986, 7, 7198, 34400),
('Diners Club International', 'Diners Club', 30515018890203, 'Jennifer D Stevenson', 176, 41487, 47331, 3, 7405, 107100),
('Master Card', 'Wells Fargo', 5239984122100080, 'Oscar F Marquardt', 338, 39692, 45536, 14, 1456, 15600),
('Master Card', 'Bank of America', 5420909241490810, 'Stephanie Bowers', 469, 40603, 47908, 2, 2154, 88700),
('Diners Club International', 'Diners Club', 30330723182056, 'Ulysses U Barnhill', 487, 40087, 46296, 18, 883, 129500),
('Visa', 'Chase', 4051526401122620, 'Randall O Walton', 78, 39083, 42005, 25, 4107, 70300),
('Visa', 'Chase', 4421191499844150, 'Ludie Q Maloney', 86, 41883, 48823, 18, 584, 189300),
('Visa', 'Bank of America', 4741338180575640, 'Lorraine M Sharpe', 991, 42248, 49553, 13, 9579, 185800),
('American Express', 'American Express', 371308682517659, 'Ona O Reese', 9599, 41730, 47574, 11, 6687, 121600),
('Visa', 'PNC', 4176135441807780, 'Evelyn U Gay', 11, 41153, 44075, 8, 4959, 51800),
('Japan Credit Bureau', 'JCB', 3529946691862850, 'Eddy Hidalgo', 23, 42401, 46054, 23, 5736, 38400),
('Diners Club International', 'Diners Club', 30442071434532, 'Helen K Beck', 519, 40575, 43862, 25, 3501, 164600),
('Diners Club International', 'Diners Club', 30577200896349, 'Sang H Rushing', 183, 41609, 47453, 10, 9288, 133500),
('Master Card', 'Bank of America', 5431238032562830, 'Leroy I Graham', 188, 40634, 43922, 28, 6551, 28200),
('Master Card', 'U.S. Bancorp', 5310962126504420, 'Sonny Snell', 839, 40118, 45962, 2, 5267, 120400),
('Diners Club International', 'Diners Club', 30225952378054, 'Linda S Lott', 575, 42339, 48914, 5, 4480, 122900),
('Diners Club International', 'Diners Club', 30357340051976, 'Calvin E Marr', 767, 41122, 41487, 15, 133, 74100),
('Master Card', 'Capital One', 5301534783994020, 'Carl A Wolfe', 216, 41153, 44075, 10, 5172, 46800),
('Discover', 'Discover', 6011593056703270, 'Ulysses Purnell', 686, 42522, 48000, 12, 8441, 20100),
('Japan Credit Bureau', 'JCB', 3589498201385630, 'Cynthia T Maldonado', 64, 42736, 46388, 1, 351, 34500),
('Master Card', 'Wells Fargo', 5228614793483000, 'Josef Outlaw', 415, 39083, 40909, 14, 8841, 34000),
('Visa', 'USAA', 4155906048059670, 'Edwin G Mejia', 815, 43009, 44105, 28, 2586, 181000),
('Japan Credit Bureau', 'JCB', 3547130081147780, 'Particia Stroup', 530, 40634, 47939, 1, 8085, 194600),
('Diners Club International', 'Diners Club', 30927757405988, 'Ricky G Franklin', 952, 42552, 47665, 20, 8256, 108700),
('American Express', 'Bank of America', 379121448248937, 'Tyree Wheeler', 4497, 40695, 42156, 3, 7111, 156900),
('Diners Club International', 'Diners Club', 30031457468915, 'Helen F Ewing', 630, 39965, 42156, 21, 4319, 153100),
('Discover', 'Discover', 6011865534745040, 'Selina Lockhart', 661, 42005, 42736, 18, 5749, 62700),
('Visa', 'Citibank', 4507245471791750, 'Laurie V Bryan', 364, 39448, 44562, 28, 9174, 57000),
('Japan Credit Bureau', 'JCB', 3555676158846380, 'Lu N Parr', 64, 41153, 42614, 11, 5131, 180300),
('Diners Club International', 'Diners Club', 30934090880471, 'Ann Stokes', 25, 42339, 48183, 18, 438, 145500),
('Japan Credit Bureau', 'JCB', 3529123323950200, 'Maximo M Sanford', 976, 40603, 44256, 24, 9357, 135400),
