
insert into TabladeEmpleados values(526540, 'Angelique', 'K', 'Goodwin', 'F', 'angelique.goodwin@gmail.com', '5/15/1964', '0.157476851851852', '3/24/2001', '212-884-7146', '471-57-0359', 'akgoodwin'),
(685668, 'Brad', 'M', 'Mesa', 'M', 'brad.mesa@ibm.com', '10/13/1984', '0.257581018518519', '6/23/2009', '262-888-5912', '224-99-3238', 'bmmesa'),
(213486, 'Sam', 'I', 'Callaghan', 'M', 'sam.callaghan@gmail.com', '10/31/1980', '0.321157407407407', '5/23/2006', '252-874-6938', '135-25-0984', 'sicallaghan'),
(608059, 'Jamel', 'D', 'Barela', 'M', 'jamel.barela@hotmail.com', '11/20/1987', '0.21474537037037', '39998', '215-868-6530', '088-02-8136', 'jdbarela'),
(434703, 'Katherin', 'L', 'Kessler', 'F', 'katherin.kessler@gmail.com', '7/17/1986', '0.920949074074074', '39483', '215-559-6364', '504-45-4507', 'klkessler'),
(534794, 'Keven', 'M', 'Muniz', 'M', 'keven.muniz@cox.net', '4/13/1995', '0.279259259259259', '4/27/2016', '205-612-4647', '399-31-4797', 'kmmuniz'),
(772226, 'Lina', 'T', 'Armijo', 'F', 'lina.armijo@yahoo.com', '1/27/1969', '0.845833333333333', '12/27/1990', '480-430-8778', '361-08-8975', 'ltarmijo'),
(613477, 'Delaine', 'G', 'Koenig', 'F', 'delaine.koenig@msn.com', '4/20/1978', '0.454618055555556', '4/18/2005', '339-934-0502', '509-33-5659', 'dgkoenig'),
(929080, 'Kym', 'K', 'Ponce', 'F', 'kym.ponce@gmail.com', '31838', '0.390972222222222', '1/25/2017', '303-773-3563', '448-27-2572', 'kkponce'),
(408650, 'Broderick', 'V', 'Holton', 'M', 'broderick.holton@sbcglobal.net', '2/15/1963', '0.494560185185185', '39361', '210-553-3865', '140-23-0628', 'bvholton'),
(857473, 'Adrien', 'D', 'Conn', 'F', 'adrien.conn@yahoo.com', '4/13/1969', '0.959918981481482', '3/29/2007', '217-499-2127', '415-99-0717', 'adconn'),
(570628, 'Helaine', 'U', 'Chacon', 'F', 'helaine.chacon@gmail.com', '27733', '0.820300925925926', '5/18/2017', '405-537-9037', '523-99-4740', 'huchacon'),
(641180, 'Carlena', 'S', 'Foust', 'F', 'carlena.foust@aol.com', '34791', '0.577395833333333', '6/17/2016', '219-398-2913', '508-57-4974', 'csfoust'),
(966144, 'Sol', 'J', 'Fair', 'M', 'sol.fair@yahoo.com', '5/17/1994', '0.346168981481481', '9/16/2016', '505-657-9852', '571-99-8312', 'sjfair'),
(325834, 'Morton', 'G', 'Chamberlin', 'M', 'morton.chamberlin@hotmail.com', '8/13/1961', '0.959814814814815', '31387', '316-684-6395', '574-61-4455', 'mgchamberlin'),
(743018, 'Homer', 'P', 'Cardenas', 'M', 'homer.cardenas@aol.com', '4/22/1995', '0.497002314814815', '8/26/2016', '319-935-4675', '262-99-9602', 'hpcardenas'),
(169364, 'Devon', 'I', 'Vo', 'M', 'devon.vo@gmail.com', '22503', '0.561956018518519', '10/25/1991', '229-350-0079', '248-99-9726', 'divo'),
(689968, 'Shelton', 'Q', 'Briscoe', 'M', 'shelton.briscoe@yahoo.com', '22443', '0.811840277777778', '5/22/1985', '209-794-1400', '614-87-9964', 'sqbriscoe'),
(229230, 'Rusty', 'N', 'Johnson', 'M', 'rusty.johnson@hotmail.com', '25667', '0.618807870370371', '2/27/1992', '228-212-3499', '226-99-9217', 'rnjohnson'),
(474887, 'Alton', 'Y', 'Olds', 'M', 'alton.olds@sbcglobal.net', '31573', '0.0884259259259259', '3/16/2014', '405-324-7849', '276-17-1503', 'ayolds'),
(203140, 'Vinita', 'A', 'Ferrara', 'F', 'vinita.ferrara@sbcglobal.net', '25575', '0.555486111111111', '8/19/1992', '252-732-5271', '208-84-8123', 'vaferrara'),
(456046, 'Keenan', 'L', 'Macpherson', 'M', 'keenan.macpherson@gmail.com', '4/24/1992', '0.932962962962963', '42440', '423-697-3602', '024-92-7230', 'klmacpherson'),
(662117, 'Shanell', 'L', 'Mccloskey', 'F', 'shanell.mccloskey@aol.com', '24899', '0.790891203703704', '6/20/1992', '308-478-1431', '150-23-9815', 'slmccloskey'),
(205092, 'Joella', 'F', 'Nichols', 'F', 'joella.nichols@hotmail.com', '24748', '0.00729166666666667', '2/29/1996', '401-799-6806', '080-02-3725', 'jfnichols'),
(814827, 'Penni', 'G', 'Shook', 'F', 'penni.shook@gmail.com', '6/17/1983', '0.794490740740741', '38055', '202-330-4273', '463-99-9740', 'pgshook'),
(325195, 'Libby', 'Y', 'Lemieux', 'F', 'libby.lemieux@verizon.net', '4/14/1979', '0.0100462962962963', '40271', '215-888-4401', '129-98-6286', 'lylemieux'),
(608705, 'Giuseppe', 'U', 'Franz', 'M', 'giuseppe.franz@verizon.net', '25488', '0.942361111111111', '1/25/2008', '212-463-5814', '266-99-1838', 'gufranz'),
(147661, 'Herbert', 'Y', 'Livingston', 'M', 'herbert.livingston@gmail.com', '5/20/1964', '0.240300925925926', '37104', '225-670-9729', '380-37-6588', 'hylivingston'),
(973446, 'Bradley', 'X', 'Goforth', 'M', 'bradley.goforth@hotmail.com', '1/24/1978', '0.960694444444445', '10/28/2006', '503-826-6977', '578-53-7434', 'bxgoforth'),
(112574, 'Raleigh', 'O', 'Osorio', 'M', 'raleigh.osorio@yahoo.com', '4/15/1992', '0.90380787037037', '3/22/2015', '209-947-7543', '070-02-2841', 'roosorio'),
(679076, 'Millicent', 'E', 'Geary', 'F', 'millicent.geary@gmail.com', '4/20/1978', '0.4934375', '4/30/2016', '208-984-2592', '351-08-6658', 'megeary'),
(972355, 'Luanna', 'C', 'Lorenzo', 'F', 'luanna.lorenzo@aol.com', '1/18/1958', '0.799340277777778', '34182', '210-365-9000', '062-02-2441', 'lclorenzo'),
(947499, 'Mike', 'S', 'Delong', 'F', 'mike.delong@hotmail.com', '24356', '0.850162037037037', '1/20/2012', '209-876-6391', '384-37-2342', 'msdelong'),
(179349, 'Ettie', 'P', 'Kellum', 'F', 'ettie.kellum@aol.com', '30962', '0.507418981481481', '5/31/2012', '316-764-6663', '561-99-7133', 'epkellum'),
(734178, 'Leda', 'X', 'Haskell', 'F', 'leda.haskell@aol.com', '9/30/1961', '0.655787037037037', '3/21/2014', '480-760-6019', '096-02-6429', 'lxhaskell'),
(262995, 'Palma', 'O', 'Bowen', 'F', 'palma.bowen@gmail.com', '3/14/1977', '0.759768518518519', '6/15/2001', '210-432-9501', '726-18-0663', 'pobowen'),
(485520, 'Traci', 'O', 'Mcmillen', 'F', 'traci.mcmillen@yahoo.co.in', '27526', '0.101585648148148', '5/27/2009', '262-663-8022', '725-18-8881', 'tomcmillen'),
(668802, 'Curtis', 'S', 'Kincaid', 'M', 'curtis.kincaid@gmail.com', '25023', '0.687534722222222', '37865', '505-251-7892', '135-25-8933', 'cskincaid'),
(399717, 'Mozella', 'B', 'Saxon', 'F', 'mozella.saxon@gmail.com', '10/14/1991', '0.170335648148148', '42253', '239-835-2856', '559-99-9085', 'mbsaxon'),
(753575, 'Jody', 'Y', 'Pressley', 'M', 'jody.pressley@gmail.com', '23294', '0.73', '5/22/2013', '203-448-8617', '656-36-2664', 'jypressley'),
(774412, 'Quintin', 'E', 'Ammons', 'M', 'quintin.ammons@sbcglobal.net', '8/23/1990', '0.556689814814815', '8/20/2014', '314-793-9878', '430-99-9754', 'qeammons'),
(964668, 'Lester', 'W', 'Donahue', 'F', 'lester.donahue@gmail.com', '5/19/1995', '0.0325231481481482', '3/19/2017', '201-446-9865', '402-73-2543', 'lwdonahue'),
(691154, 'Carl', 'V', 'Cannon', 'M', 'carl.cannon@gmail.com', '6/27/1989', '0.961099537037037', '9/29/2013', '406-478-2359', '429-99-3342', 'cvcannon'),
(119932, 'Dallas', 'N', 'Buchanan', 'F', 'dallas.buchanan@microsoft.com', '12/27/1986', '0.412372685185185', '41823', '216-312-6230', '088-02-6887', 'dnbuchanan'),
(397780, 'Stefan', 'G', 'Magee', 'M', 'stefan.magee@exxonmobil.com', '25823', '0.256921296296296', '34038', '803-298-2469', '113-98-0943', 'sgmagee'),
(260579, 'Angele', 'K', 'Collins', 'F', 'angele.collins@aol.com', '11/29/1981', '0.59806712962963', '38360', '212-837-3981', '030-92-1796', 'akcollins'),
(527598, 'Julianna', 'Z', 'Montano', 'F', 'julianna.montano@hotmail.com', '28744', '0.0983564814814815', '38330', '215-862-6215', '529-99-3698', 'jzmontano'),
(549186, 'Lena', 'P', 'Mcmanus', 'F', 'lena.mcmanus@gmail.com', '12/31/1989', '0.634201388888889', '5/26/2013', '479-647-7151', '460-99-3807', 'lpmcmanus'),
(405375, 'Steve', 'M', 'Sloan', 'M', 'steve.sloan@btinternet.com', '32609', '0.493055555555556', '1/20/2012', '303-487-0579', '638-29-6707', 'smsloan'),
(129504, 'Amada', 'R', 'Power', 'F', 'amada.power@bellsouth.net', '6/16/1961', '0.973819444444445', '41183', '205-430-5960', '015-94-5056', 'arpower'),
(579025, 'Sydney', 'Y', 'Oconner', 'F', 'sydney.oconner@gmail.com', '5/15/1989', '0.100034722222222', '12/24/2011', '319-788-2341', '074-02-5430', 'syoconner'),
(753630, 'Edmond', 'Z', 'Clawson', 'M', 'edmond.clawson@earthlink.net', '4/14/1965', '0.472858796296296', '9/30/1989', '225-389-4749', '633-31-0928', 'ezclawson'),
(715871, 'Katheryn', 'Z', 'Marlow', 'F', 'katheryn.marlow@cox.net', '29168', '0.114814814814815', '40036', '216-843-3109', '107-98-4593', 'kzmarlow'),
(204312, 'Delsie', 'I', 'Holcomb', 'F', 'delsie.holcomb@microsoft.com', '9/13/1987', '0.429270833333333', '39996', '210-440-3641', '689-24-0219', 'diholcomb'),
(224611, 'Jamika', 'O', 'Pogue', 'F', 'jamika.pogue@yahoo.com', '7/19/1958', '0.374363425925926', '3/31/2003', '207-869-2771', '401-73-9597', 'jopogue'),
(651288, 'Darren', 'S', 'Jacks', 'M', 'darren.jacks@gmail.com', '2/23/1974', '0.723275462962963', '12/26/2009', '236-863-3537', '681-24-7785', 'dsjacks'),
(297420, 'Cameron', 'G', 'Laird', 'M', 'cameron.laird@gmail.com', '31113', '0.223819444444444', '8/14/2008', '319-672-4495', '676-22-0426', 'cglaird'),
(302763, 'Darius', 'K', 'Mccartney', 'M', 'darius.mccartney@gmail.com', '21885', '0.906493055555556', '30719', '216-553-1124', '160-86-9710', 'dkmccartney'),
(955515, 'Mika', 'S', 'Ferrer', 'F', 'mika.ferrer@aol.com', '4/17/1985', '0.875162037037037', '4/20/2010', '228-996-9732', '490-29-8042', 'msferrer'),
(935356, 'Corey', 'C', 'Oconnor', 'F', 'corey.oconnor@gmail.com', '4/24/1971', '0.29212962962963', '5/21/1992', '218-568-3866', '361-08-0948', 'ccoconnor'),
(237099, 'Catarina', 'W', 'Tompkins', 'F', 'catarina.tompkins@microsoft.com', '7/22/1989', '0.170358796296296', '42954', '209-778-3214', '194-86-3310', 'cwtompkins'),
(996962, 'Colby', 'P', 'Phillips', 'M', 'colby.phillips@yahoo.com', '10/28/1988', '0.0274768518518519', '42647', '314-380-5011', '407-73-5489', 'cpphillips'),
(222094, 'Angelia', 'R', 'Lovejoy', 'F', 'angelia.lovejoy@hotmail.com', '8/18/1959', '0.231574074074074', '12/23/1994', '314-888-7951', '689-24-8386', 'arlovejoy'),
(199204, 'Lang', 'B', 'Brittain', 'F', 'lang.brittain@gmail.com', '4/26/1980', '0.854652777777778', '9/20/2014', '239-426-8587', '654-38-9013', 'lbbrittain'),
(810355, 'Fern', 'S', 'Stricklin', 'F', 'fern.stricklin@yahoo.com', '25548', '0.189074074074074', '6/18/1994', '307-991-0241', '575-99-0636', 'fsstricklin'),
(849462, 'Philomena', 'H', 'Clarke', 'F', 'philomena.clarke@gmail.com', '35219', '0.0233101851851852', '7/16/2017', '236-657-4405', '442-29-4045', 'phclarke'),
(614463, 'Eloise', 'C', 'Weis', 'F', 'eloise.weis@aol.com', '26126', '0.963460648148148', '36378', '212-988-4656', '489-29-9032', 'ecweis'),
(283599, 'Emilio', 'M', 'Medrano', 'M', 'emilio.medrano@yahoo.co.uk', '35066', '0.979594907407407', '1/28/2017', '228-987-3054', '697-16-7612', 'emmedrano'),
(550442, 'Merlin', 'P', 'Dejesus', 'M', 'merlin.dejesus@yahoo.com', '8/27/1958', '0.411342592592593', '12/18/2003', '217-368-9053', '211-84-3071', 'mpdejesus'),
(982714, 'Nita', 'N', 'Runyon', 'F', 'nita.runyon@gmail.com', '21674', '0.428668981481482', '36714', '802-746-0907', '123-98-1399', 'nnrunyon'),
(598605, 'Raymundo', 'A', 'Dale', 'M', 'raymundo.dale@outlook.com', '8/25/1981', '0.803831018518519', '40583', '215-562-9570', '011-94-4166', 'radale'),
(290591, 'Toby', 'C', 'John', 'M', 'toby.john@gmail.com', '23838', '0.387847222222222', '9/29/1991', '210-325-5116', '093-02-4405', 'tcjohn'),
(873433, 'Isabell', 'U', 'Joy', 'F', 'isabell.joy@sbcglobal.net', '11/17/1983', '0.771458333333333', '42287', '206-487-5627', '014-94-9564', 'iujoy'),
(981841, 'Cheryl', 'T', 'Rosenbaum', 'F', 'cheryl.rosenbaum@hotmail.com', '26947', '0.991215277777778', '3/28/2014', '205-833-8616', '108-98-8100', 'ctrosenbaum'),
(585816, 'Jeannette', 'D', 'Orosco', 'F', 'jeannette.orosco@aol.com', '33733', '0.641666666666667', '1/18/2016', '225-403-4923', '017-94-8751', 'jdorosco'),
(597405, 'Jonah', 'P', 'Lockett', 'M', 'jonah.lockett@hotmail.com', '22683', '0.305532407407407', '31538', '505-839-5125', '403-73-4084', 'jplockett'),
(258764, 'Eliana', 'B', 'Vinson', 'F', 'eliana.vinson@aol.com', '10/17/1971', '0.545034722222222', '8/27/2016', '479-755-8440', '398-31-2351', 'ebvinson'),
(352974, 'Dillon', 'Z', 'Bergeron', 'M', 'dillon.bergeron@aol.com', '8/27/1960', '0.968530092592593', '35614', '701-829-4137', '396-33-4234', 'dzbergeron'),
(335481, 'Jerry', 'M', 'Lovejoy', 'M', 'jerry.lovejoy@yahoo.com', '34346', '0.403020833333333', '10/31/2016', '479-329-5440', '396-33-3537', 'jmlovejoy'),
(870327, 'Shirley', 'P', 'Walls', 'M', 'shirley.walls@yahoo.co.in', '1/27/1974', '0.493773148148148', '36983', '304-452-5933', '597-92-3373', 'spwalls'),
(207575, 'Lamar', 'W', 'Whittaker', 'M', 'lamar.whittaker@gmail.com', '4/25/1961', '0.0222106481481482', '35833', '212-900-8467', '539-71-1940', 'lwwhittaker'),
(203806, 'Jayna', 'E', 'Hardman', 'F', 'jayna.hardman@hotmail.co.uk', '21524', '0.849606481481481', '8/22/2010', '231-571-6570', '288-15-4415', 'jehardman'),
(135633, 'Robin', 'H', 'Mata', 'M', 'robin.mata@yahoo.ca', '9/27/1983', '0.227569444444444', '39790', '231-582-8347', '160-86-0051', 'rhmata'),
(967485, 'Yi', 'M', 'Rosser', 'F', 'yi.rosser@charter.net', '21376', '0.00357638888888889', '5/25/1995', '314-213-2892', '124-98-6027', 'ymrosser'),
(756596, 'Curt', 'V', 'Dale', 'M', 'curt.dale@gmail.com', '8/13/1967', '0.983206018518519', '4/20/2008', '423-878-9186', '607-87-2127', 'cvdale'),
(701926, 'Crista', 'W', 'Croteau', 'F', 'crista.croteau@gmail.com', '6/22/1986', '0.0494560185185185', '39209', '339-720-7517', '661-22-2787', 'cwcroteau'),
(427948, 'Jere', 'V', 'Colvin', 'M', 'jere.colvin@shell.com', '6/28/1979', '0.160416666666667', '10/29/2013', '231-631-3373', '467-99-5601', 'jvcolvin'),
(286069, 'Merle', 'Y', 'Wheatley', 'F', 'merle.wheatley@msn.com', '29960', '0.512106481481481', '8/16/2016', '803-897-3852', '370-37-7832', 'mywheatley'),
(658702, 'Latoya', 'H', 'Saucier', 'F', 'latoya.saucier@aol.com', '8/15/1962', '0.184398148148148', '4/22/1993', '229-670-6574', '295-15-4986', 'lhsaucier'),
(533152, 'Kimi', 'E', 'Fahey', 'F', 'kimi.fahey@gmail.com', '3/27/1987', '0.0273611111111111', '12/25/2016', '239-363-1080', '208-84-8026', 'kefahey'),
(766084, 'Lita', 'B', 'Avila', 'F', 'lita.avila@hotmail.com', '25355', '0.558159722222222', '11/20/2003', '262-267-2742', '106-98-8280', 'lbavila'),
(887330, 'Lawanda', 'C', 'Mays', 'F', 'lawanda.mays@yahoo.com', '5/27/1966', '0.846041666666667', '36775', '270-601-9166', '155-23-1607', 'lcmays'),
(452358, 'Marinda', 'M', 'Hacker', 'F', 'marinda.hacker@hotmail.com', '6/17/1972', '0.689733796296296', '11/26/2011', '225-380-9106', '308-37-5875', 'mmhacker'),
(137643, 'Angelika', 'T', 'Arndt', 'F', 'angelika.arndt@yahoo.com', '12/15/1961', '0.456886574074074', '30473', '209-510-3859', '715-18-8343', 'atarndt'),
(774010, 'Arnold', 'Z', 'Mccurdy', 'M', 'arnold.mccurdy@gmail.com', '2/20/1964', '0.424895833333333', '31991', '217-208-1181', '760-12-1961', 'azmccurdy'),
(177138, 'Carita', 'T', 'Shell', 'F', 'carita.shell@gmail.com', '28373', '0.844594907407407', '9/25/2002', '217-750-1686', '248-99-2198', 'ctshell'),
(419955, 'Terry', 'R', 'Batson', 'F', 'terry.batson@ntlworld.com', '29526', '0.128020833333333', '6/30/2016', '210-538-7759', '089-02-8431', 'trbatson'),
(723786, 'Marc', 'H', 'Holden', 'M', 'marc.holden@gmail.com', '33031', '0.741053240740741', '1/26/2015', '219-498-4957', '246-99-6475', 'mhholden'),
(437673, 'Jeff', 'N', 'Regalado', 'M', 'jeff.regalado@yahoo.co.uk', '2/26/1982', '0.425416666666667', '2/13/2012', '802-697-5917', '177-86-1295', 'jnregalado'),
(697650, 'Gigi', 'V', 'Slayton', 'F', 'gigi.slayton@aol.com', '27855', '0.944965277777778', '41733', '210-693-6762', '380-37-1486', 'gvslayton'),
(546138, 'Toni', 'K', 'Craft', 'F', 'toni.craft@comcast.net', '30565', '0.166354166666667', '3/20/2010', '209-300-6010', '111-98-9573', 'tkcraft'),
(837642, 'Alan', 'E', 'Zimmerman', 'M', 'alan.zimmerman@bellsouth.net', '12/30/1977', '0.000648148148148148', '39394', '503-889-5974', '759-12-4694', 'aezimmerman'),
(618891, 'Eleanore', 'R', 'Boyles', 'F', 'eleanore.boyles@gmail.com', '5/21/1987', '0.407083333333333', '41157', '803-302-6676', '600-99-6717', 'erboyles'),
(585637, 'Omer', 'H', 'Mcneill', 'M', 'omer.mcneill@yahoo.com', '12/29/1992', '0.0200578703703704', '42225', '209-903-2247', '704-18-3382', 'ohmcneill'),
(698366, 'Elizabet', 'O', 'Puente', 'F', 'elizabet.puente@rediffmail.com', '7/17/1976', '0.957303240740741', '8/22/2002', '225-545-9835', '334-11-4502', 'eopuente'),
(265724, 'Harriet', 'H', 'Mcleod', 'F', 'harriet.mcleod@gmail.com', '31503', '0.100231481481481', '3/26/2011', '701-668-1014', '404-73-9800', 'hhmcleod'),
(235903, 'Virgil', 'S', 'Tavares', 'F', 'virgil.tavares@hotmail.com', '32332', '0.141851851851852', '2/17/2012', '215-614-5686', '319-11-9443', 'vstavares'),
(253046, 'Maragret', 'A', 'Dougherty', 'F', 'maragret.dougherty@gmail.com', '32694', '0.695509259259259', '41857', '270-979-8491', '325-11-8828', 'madougherty'),
(140799, 'Ruben', 'A', 'Speight', 'M', 'ruben.speight@hotmail.com', '24874', '0.884247685185185', '6/18/1994', '212-579-7711', '244-99-1698', 'raspeight'),
(604441, 'Arnold', 'H', 'Napier', 'M', 'arnold.napier@gmail.com', '4/30/1979', '0.831215277777778', '10/26/2010', '303-347-6676', '544-81-8128', 'ahnapier'),
(777262, 'Maximo', 'X', 'Comstock', 'M', 'maximo.comstock@ntlworld.com', '7/25/1980', '0.452604166666667', '6/15/2004', '701-752-7673', '548-99-6471', 'mxcomstock'),
(400887, 'Amos', 'D', 'Sheffield', 'M', 'amos.sheffield@exxonmobil.com', '35068', '0.502349537037037', '4/25/2017', '210-745-8347', '309-37-0800', 'adsheffield'),
(825965, 'Thomas', 'Z', 'Sanderson', 'F', 'thomas.sanderson@earthlink.net', '11/20/1963', '0.153368055555556', '35279', '304-832-0615', '324-11-7924', 'tzsanderson'),
(718429, 'Zane', 'W', 'Dube', 'M', 'zane.dube@gmail.com', '4/22/1962', '0.290324074074074', '12/21/1991', '205-462-2064', '284-15-0541', 'zwdube'),
(371278, 'Reynalda', 'F', 'Shuler', 'F', 'reynalda.shuler@rediffmail.com', '7/13/1963', '0.142337962962963', '2/20/2001', '503-658-9862', '108-98-5579', 'rfshuler'),
(255342, 'Leroy', 'M', 'Lang', 'M', 'leroy.lang@exxonmobil.com', '12/13/1976', '0.962418981481481', '41498', '206-850-7166', '650-62-9300', 'lmlang'),
(241983, 'Liberty', 'K', 'Wilkerson', 'F', 'liberty.wilkerson@msn.com', '12/24/1982', '0.558726851851852', '7/20/2013', '231-558-2023', '565-99-3225', 'lkwilkerson'),
(421112, 'Lena', 'K', 'Reis', 'F', 'lena.reis@gmail.com', '5/28/1959', '0.166481481481481', '42348', '215-376-8777', '316-35-7434', 'lkreis'),
(522127, 'Carmine', 'L', 'Lester', 'M', 'carmine.lester@yahoo.com', '9/17/1962', '0.766712962962963', '3/20/2012', '405-899-1983', '728-14-0326', 'cllester'),
(470546, 'Aurelio', 'M', 'Staggs', 'M', 'aurelio.staggs@aol.com', '23261', '0.0934837962962963', '6/21/1995', '503-968-2800', '290-15-6365', 'amstaggs'),
(482007, 'Clifford', 'S', 'Champion', 'M', 'clifford.champion@gmail.com', '23322', '0.596851851851852', '8/18/2002', '231-438-7910', '469-57-5924', 'cschampion'),
(821918, 'Mario', 'Z', 'Snider', 'M', 'mario.snider@hotmail.com', '34859', '0.348761574074074', '11/30/2016', '270-473-0919', '646-23-3736', 'mzsnider'),
(623745, 'Jewel', 'O', 'Talbot', 'M', 'jewel.talbot@shell.com', '10/29/1969', '0.212175925925926', '10/17/1999', '225-369-6258', '242-99-5052', 'jotalbot'),
(920250, 'Williemae', 'Z', 'Huynh', 'F', 'williemae.huynh@msn.com', '5/26/1959', '0.851226851851852', '3/18/1981', '212-398-5600', '123-98-1064', 'wzhuynh'),
(647001, 'Marshall', 'T', 'Burchett', 'M', 'marshall.burchett@yahoo.co.uk', '27460', '0.876608796296296', '4/27/2017', '236-777-6756', '544-81-7630', 'mtburchett'),
(451284, 'See', 'I', 'Hwang', 'F', 'see.hwang@ibm.com', '5/25/1960', '0.523356481481482', '32909', '217-365-5090', '609-87-3902', 'sihwang'),
(695934, 'Cordelia', 'H', 'Mendenhall', 'F', 'cordelia.mendenhall@yahoo.com', '22774', '0.81744212962963', '33151', '209-485-7417', '146-23-9880', 'chmendenhall'),
(489491, 'Louie', 'T', 'Lam', 'F', 'louie.lam@yahoo.com', '11/24/1958', '0.363854166666667', '12/22/2010', '207-762-8417', '750-20-4493', 'ltlam'),
(137411, 'Gail', 'Z', 'Pulley', 'M', 'gail.pulley@btinternet.com', '24815', '0.712638888888889', '2/24/2002', '314-305-9535', '054-02-8229', 'gzpulley'),
(496764, 'Romeo', 'K', 'Lee', 'M', 'romeo.lee@gmail.com', '28402', '0.348587962962963', '41678', '216-890-0392', '352-08-6923', 'rklee'),
(787142, 'Robbie', 'W', 'Pulido', 'M', 'robbie.pulido@gmail.com', '23257', '0.306203703703704', '9/29/1991', '262-788-2686', '294-15-5715', 'rwpulido'),
(644035, 'Odis', 'S', 'Beauregard', 'M', 'odis.beauregard@gmail.com', '24297', '0.809930555555556', '12/31/2013', '231-266-3523', '144-23-4783', 'osbeauregard'),
(389272, 'Michel', 'Y', 'Hickman', 'M', 'michel.hickman@charter.net', '1/27/1982', '0.9334375', '9/22/2006', '405-897-8595', '036-74-0892', 'myhickman'),
(483586, 'Ching', 'X', 'Reagan', 'F', 'ching.reagan@yahoo.ca', '34734', '0.693125', '11/26/2016', '215-284-1811', '100-02-1320', 'cxreagan'),
